88
-8.0000 -8.0000 -8.0000 -8.0000 -8.0000 -8.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 -.1607 .4009
-8.0000 -8.0000 -8.0000 .0000 .0000 .0000 -8.0000 -8.0000 -8.0000 .0000 .0000 .0000 -8.0000 -8.0000 -8.0000 .0000 .0000 .0000 -8.0000 -8.0000 -8.0000 -5.0000 .0000 .0000 -8.0000 -8.0000 -5.0000 -5.0000 .0000 .0000 -8.0000 -8.0000 .0000 -5.0000 .0000 .0000 -2.9413 3.0612
.0000 .0000 .0000 5.0000 5.0000 .0000 .0000 .0000 .0000 5.0000 5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -1.3200 1.9363
.0000 .0000 .0000 5.0000 5.0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 5.0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 -1.0901 1.8847
.0000 5.0000 .0000 5.0000 .0000 .0000 .0000 5.0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 5.0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 5.0000 -5.0000 -5.0000 .7025 .1045
5.0000 5.0000 .0000 5.0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 5.0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 -5.0000 .0000 .0000 5.0000 5.0000 -5.0000 -5.0000 .0648 .3924
5.0000 .0000 5.0000 5.0000 .0000 .0000 5.0000 .0000 5.0000 5.0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 5.0000 .0000 .0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 5.0000 -5.0000 -5.0000 .6820 .0634
.0000 .0000 5.0000 5.0000 5.0000 .0000 5.0000 .0000 5.0000 5.0000 .0000 .0000 5.0000 5.0000 .0000 .0000 .0000 .0000 .0000 5.0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .2952 .4961
.0000 5.0000 .0000 5.0000 .0000 .0000 .0000 5.0000 .0000 5.0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 -5.0000 .0000 5.0000 .0000 .0000 -5.0000 -5.0000 .8310 -.0322
.0000 5.0000 5.0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 .0000 5.0000 5.0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 2.7730 -2.1606
5.0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 5.0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 .0000 .0000 -2.0849 2.3649
1.2500 .0000 .0000 1.2500 .0000 .0000 2.5000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 1.7332 .1055
.0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 5.0000 5.0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 -1.7407 1.7855
.0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 -5.0000 -5.0000 -8.0000 .0000 .0000 -5.0000 -5.0000 -5.0000 -8.0000 -8.0000 .0000 .0000 .0000 .0000 .5626 .2795
.0000 5.0000 5.0000 5.0000 .0000 .0000 .0000 .0000 5.0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0000 5.0000 -5.0000 -5.0000 .0000 .6772 -.2157
.0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0227 .3825
.0000 5.0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 5.0000 -5.0000 -5.0000 .0000 .0000 .0000 5.0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 1.4934 -.8352
.0000 .0000 5.0000 .0000 .0000 .0000 .0000 5.0000 5.0000 5.0000 .0000 .0000 .0000 5.0000 .0000 5.0000 5.0000 5.0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0938 .3907
.0000 .0000 .0000 5.0000 .0000 .0000 .0000 5.0000 5.0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 5.0000 -5.0000 .0000 .0000 -5.0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 -5.0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 -.5343 .5973
.0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 5.0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 -.0625 1.7918
