287
.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 2.5000 2.5000 .0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0082 .8784
.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0000 .0000 .0000 -8.0000 -8.0000 1.7918 -.9869
.0000 .0000 .0000 5.0000 5.0000 .0000 .0000 .0000 .0000 5.0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -.7227 -.3422
.0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 .0000 .0000 -.9548 .3516
5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 -5.0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 1.7918 -2.8583
-8.0000 -8.0000 -8.0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .1084 1.5698
-8.0000 -8.0000 -8.0000 -8.0000 -8.0000 .0000 -8.0000 -8.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0000 -1.4566 .1874
-8.0000 -8.0000 -8.0000 -8.0000 -8.0000 -8.0000 .0000 .0000 -8.0000 -8.0000 -8.0000 -8.0000 5.0000 .0000 .0000 5.0000 .0000 5.0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 .0000 .0000 .0000 .0000 .5601 -.1874
-8.0000 -8.0000 -8.0000 -8.0000 -8.0000 -8.0000 .0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 5.0000 5.0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 .0000 .0000 .0000 .0000 -5.0000 -5.0000 5.0000 5.0000 -.6662 2.2185
-8.0000 -8.0000 -8.0000 -8.0000 -8.0000 -8.0000 .0000 .0000 5.0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 .0000 5.0000 .0000 .0000 -5.0000 -5.0000 .0000 5.0000 .0000 .0000 -5.0000 -5.0000 .0000 5.0000 .0000 .0000 .0000 -5.0000 .0000 .0000 -.2810 .1250
